AuthorId,RecipeId,Time,HighCalories,LowFat,HighFiber
1758899E,31369,5400,0.0,0,0
46542C,15286,1499,0.0,0,0
1791675A,254959,1798,1.0,0,1
2122722D,269300,8700,1.0,0,1
302668C,312445,599,1.0,0,0
293523E,67426,3299,0.0,1,0
2001366433B,176705,1260,0.0,0,0
72597C,16333,1500,0.0,0,0
1658473A,423845,5700,0.0,1,0
2000820406E,47935,1799,0.0,0,0
907276A,160383,1800,0.0,0,0
2676889B,73939,1800,1.0,0,0
123670A,25434,1200,1.0,0,0
100815D,329910,4499,1.0,0,0
2002388393E,52690,1801,1.0,0,0
32673E,75504,18899,0.0,0,0
907075C,113794,3599,1.0,1,1
536740C,2373,2400,0.0,1,0
2002126252C,231420,897,1.0,0,0
751444B,365502,6000,0.0,1,0
2206065B,286130,1200,0.0,0,1
1094387A,32388,3600,1.0,0,1
2001349158D,10960,1799,0.0,1,0
663198E,113637,6298,0.0,0,0
832773E,108936,2699,0.0,0,1
370903D,26739,1200,0.0,0,0
1803554323D,63955,3899,1.0,0,1
117010E,241434,599,0.0,0,0
2001666927C,427328,8102,1.0,0,1
245017A,222136,899,0.0,1,0
1453805B,366480,4799,0.0,0,0
2000816938E,132920,4800,0.0,1,0
2690260E,238777,1202,1.0,0,0
2000160864A,205922,1200,0.0,1,0
983153D,90436,300,0.0,0,0
439405E,176609,2999,1.0,1,0
2001325807A,52433,1801,1.0,0,0
396399A,209223,179,1.0,0,0
2880062E,63831,5699,0.0,0,0
2577188D,289342,6000,0.0,1,0
2001269634D,121583,119,0.0,0,1
474698C,275911,1499,0.0,0,1
34627C,90322,8099,1.0,0,1
1801537445B,194464,2700,0.0,0,1
2612500D,233576,2399,1.0,0,0
2739135D,294394,1799,0.0,0,0
1622222C,29329,2099,1.0,1,0
1179615A,261615,1499,1.0,1,1
2002111482A,408453,1680,0.0,1,0
234277E,34855,900,1.0,1,0
898783A,106618,1199,0.0,0,1
582989D,151301,1199,0.0,1,1
596377E,110717,29698,0.0,0,1
1930181E,140695,3900,0.0,1,1
2001127421B,146196,4800,1.0,1,0
2000337197D,30664,3001,1.0,0,0
2002241402B,29984,900,0.0,0,0
161652C,136299,5700,0.0,0,0
1803340263D,327021,6599,0.0,0,0
2002517394B,173165,5400,1.0,1,1
2168733B,54104,898,0.0,1,0
935221A,123985,2102,1.0,1,0
312983B,271531,2400,1.0,0,0
2826183A,29598,2400,1.0,0,1
424680D,111212,1499,0.0,0,1
283463D,860,2700,0.0,0,0
1802758537A,41701,3000,0.0,0,0
123184D,132183,2398,1.0,0,0
787584B,265274,0,0.0,0,0
2001523148D,502796,4200,0.0,0,0
383533B,304908,3000,1.0,0,0
818125A,277122,598,1.0,1,1
2002169292E,219816,1019,1.0,0,1
1707089D,197417,6001,1.0,0,0
2818778E,323300,899,1.0,0,0
1800065150C,85473,3000,0.0,0,0
695169C,107391,2102,1.0,0,1
2001180976D,330926,11400,0.0,0,0
1803786633C,386341,4501,0.0,1,0
1127592D,80156,1500,0.0,0,1
2000968883C,27208,1800,0.0,0,1
259573E,102355,4501,1.0,1,0
2087934E,111514,1799,0.0,1,1
2783275C,191051,1261,0.0,0,1
2000447332E,149579,2699,0.0,1,0
2002291849C,97381,4199,0.0,0,0
2239844D,304064,5400,0.0,0,0
894990A,176597,360,0.0,0,1
550646E,416171,659,1.0,0,0
2000263358A,70632,4199,0.0,0,0
1382040C,116491,3001,1.0,0,0
33911B,331709,26999,0.0,1,0
2002001256C,333381,48900,1.0,0,1
2000060594B,169175,1499,1.0,0,0
2000588128E,119341,3300,0.0,0,0
2001980524C,274548,600,0.0,0,0
1020645A,14298,899,0.0,0,0
1714299A,216376,3000,1.0,1,1
2001356891A,363598,2398,0.0,1,1
2000827979A,373356,1799,1.0,0,0
235805A,125046,600,0.0,0,0
114287B,161334,2401,0.0,0,1
2000333540A,438044,2398,1.0,0,1
2000234778D,125986,1199,0.0,0,1
521247B,91492,1800,1.0,1,1
347722E,433233,899,0.0,0,0
1724387B,30444,9000,0.0,1,0
2002061544D,31349,4799,0.0,0,1
1781472D,45461,301,0.0,1,0
564252B,55672,298,0.0,0,0
707428D,45216,1799,0.0,0,1
1108757E,480089,3599,1.0,0,0
2000452430E,210647,2099,0.0,1,0
2000428018D,31324,4200,0.0,0,0
1453805B,149661,30298,0.0,1,0
335936B,228666,3302,1.0,1,0
2000088153B,82533,1799,1.0,0,0
2001131865D,166094,2998,0.0,0,1
2001167666A,82177,1438,0.0,0,1
595604A,460374,345899,0.0,0,0
1800046563A,119152,3900,0.0,0,0
417397C,82305,901,0.0,0,0
1339716D,364708,22499,1.0,0,0
892733E,250421,2097,0.0,0,0
2002409930D,340750,1498,1.0,0,0
2001913440D,384069,4800,1.0,1,1
2608853B,112924,127799,0.0,0,1
1089432E,79857,779,0.0,0,0
2356455E,529948,4200,0.0,0,1
1930181E,456347,2699,1.0,0,0
2614953B,3857,1801,1.0,0,0
982731D,269015,1200,1.0,0,0
712196D,173720,14399,1.0,1,0
728255D,77397,2999,0.0,0,0
2368035C,4137,7200,0.0,0,1
2735701C,76491,1498,1.0,0,0
2001116803A,134947,6299,0.0,0,0
8637642B,120592,2702,1.0,0,1
1930181E,246132,1499,0.0,0,0
2002040356A,80723,1800,0.0,0,1
2001326840A,305380,259800,0.0,1,0
2001758821C,88348,2100,0.0,0,1
818125A,170529,1200,1.0,0,1
2958421A,17375,9901,1.0,1,0
1419677C,86307,29400,0.0,1,1
324258E,316155,479,0.0,0,0
531412C,131904,2098,0.0,0,0
271353D,16377,4201,1.0,1,0
2525067C,339966,2102,0.0,0,0
1120546B,22782,6600,1.0,0,0
926547D,187477,599,0.0,1,0
11052D,288670,2399,1.0,0,0
1803253151B,394336,12598,0.0,0,0
331762E,70364,2100,0.0,0,0
303825D,238231,1799,0.0,0,1
1377095B,193384,3900,0.0,1,0
2529226A,54257,3898,0.0,0,1
2001740301C,36752,898,1.0,0,0
168248B,7547,300,0.0,0,1
704945A,28943,1800,1.0,0,1
364099A,90142,1198,0.0,1,0
1803461630B,94426,6298,1.0,0,0
818125A,85129,2698,0.0,0,1
146991B,168015,3301,1.0,0,0
1581612E,89503,2402,1.0,0,0
1930181E,42624,2098,1.0,0,0
2002785825B,22080,1199,1.0,0,0
1421302E,65434,1499,0.0,0,0
14422C,38629,1200,1.0,1,1
625105B,118545,2100,0.0,0,0
2140146C,399201,1800,0.0,0,1
87806B,234171,15599,0.0,0,0
1803038452E,201953,5999,1.0,0,0
2002432496C,86993,1800,0.0,0,0
751444B,52464,4498,1.0,1,1
312309B,152942,7201,1.0,1,0
2001092253B,303423,2400,0.0,0,0
1630159D,109702,1800,0.0,1,1
1930181E,323568,3300,0.0,0,0
7503D,167581,299,1.0,0,0
1161143A,70173,1078,0.0,1,0
2001815145E,82801,599,0.0,0,0
1778519C,25690,88200,0.0,0,1
354835E,42780,1799,1.0,0,1
1333930C,33531,900,1.0,1,0
1709681B,57759,900,0.0,1,1
820508C,48431,598,1.0,0,0
2001268517D,523538,1021,0.0,0,1
1191777D,304384,1296599,1.0,1,1
1803469742A,81989,2699,0.0,0,0
2000827979A,37087,179,1.0,1,0
2001588162D,11055,780,1.0,0,0
2000937230A,123439,720,1.0,0,1
869530C,114233,2400,0.0,0,1
2001769604E,77497,3599,0.0,1,0
165814D,124176,298,0.0,0,0
946991A,11180,1499,0.0,0,0
1907943C,138710,899,0.0,1,0
331762E,71631,1200,0.0,0,0
61187A,190840,1499,1.0,0,1
596377E,50334,4199,0.0,0,0
123184D,438828,2101,1.0,0,0
1803038452E,187362,1501,1.0,1,0
2001876827E,278812,0,1.0,1,0
2001024775A,9351,302,1.0,1,0
1803614369E,129904,1797,0.0,0,0
409463A,459318,2399,0.0,0,0
143133E,52616,4502,1.0,0,0
2001997048E,116462,2400,1.0,1,0
1470474E,10429,300,0.0,1,0
2002686117D,24263,3300,0.0,0,0
2002527334B,59916,2399,0.0,0,1
2000059607C,185034,3299,0.0,1,0
561828C,29544,12601,1.0,1,1
48668E,274427,897,0.0,0,0
104168A,269421,359,1.0,1,1
2001286803A,28148,14699,0.0,1,0
335936B,441561,1800,0.0,0,1
219119D,109699,2999,1.0,0,0
2000126240A,5170,3598,1.0,0,1
1185134A,83524,1498,1.0,0,0
521247B,131034,4799,1.0,0,1
2001560009A,253236,7800,0.0,0,1
2277685E,31266,8400,1.0,0,1
1802772034D,444753,600,0.0,0,0
2001493791C,37465,3598,0.0,0,0
488773C,328233,3600,1.0,0,0
10664A,56836,1499,0.0,0,0
2002173850A,219161,1199,0.0,0,0
2001127421B,381211,2096,1.0,0,1
2000279861D,51948,3000,1.0,0,1
1409778E,36970,1201,0.0,0,0
1770112A,376853,4499,0.0,0,1
2000267152E,329131,3299,1.0,1,0
2002023688C,171634,2400,0.0,0,1
2001841491D,31467,3600,0.0,0,0
1802769605E,11286,1800,0.0,0,0
249679C,533997,1018,1.0,0,0
1800139161E,35411,5400,1.0,0,0
540680E,4496,3599,0.0,0,0
2002081623C,56744,1801,1.0,0,1
1430817E,22747,2100,1.0,1,1
500689E,241687,1499,0.0,0,1
1930181E,265432,3000,0.0,0,1
2412594C,189071,1500,0.0,0,0
2002496397C,406894,1801,0.0,0,1
188865C,135323,30300,1.0,0,0
334560D,35410,1498,0.0,0,0
1283740D,19164,1980,0.0,0,0
784509D,382895,598,0.0,1,0
1013355C,24521,2399,1.0,0,0
2000386300C,105651,1500,0.0,1,1
2001817373D,343137,1799,1.0,0,0
821612C,147554,6301,0.0,0,0
844229C,330848,5400,0.0,0,1
70319A,52801,1500,0.0,0,0
2161698A,47594,1801,1.0,0,0
2000028208A,107781,2698,0.0,0,1
2002697394B,194585,4499,0.0,1,0
1390783A,22133,2099,1.0,1,0
1802750983B,7613,2999,1.0,1,1
2002855783B,173575,898,1.0,0,0
68597B,68042,3898,1.0,0,0
1858424C,49002,5401,1.0,1,1
2001512286A,374452,1802,1.0,0,1
46302715A,376347,17699,1.0,0,1
1157853E,26670,1499,0.0,0,1
365087E,27520,901,1.0,0,0
2000072290E,51209,8398,1.0,0,0
1629313E,172250,2401,1.0,0,0
1800125289B,100510,5700,0.0,0,0
2000264202A,267429,4800,1.0,0,1
777156C,71203,1800,1.0,1,1
832416A,116334,4499,0.0,0,0
521247B,323872,599,1.0,1,1
2001515074D,88251,36598,1.0,0,1
463231E,163946,1200,0.0,1,0
1803692344C,89014,2697,0.0,1,1
40602231C,256701,22502,1.0,1,0
786569D,242841,1799,0.0,0,0
129271A,87221,3598,1.0,1,1
2002276319E,289604,15601,0.0,0,0
2001634672E,47354,4799,0.0,0,0
306739C,340698,298,1.0,1,0
786569D,64974,3000,0.0,0,0
2001532367D,27860,2099,0.0,1,0
100824C,133877,3601,0.0,0,0
693756E,20590,301,0.0,1,0
2744710D,272698,1798,1.0,1,0
2000077509C,293129,1800,0.0,0,1
2000221863E,209210,421,1.0,0,0
754760D,344901,899,0.0,0,0
1800843266C,117963,8101,0.0,0,0
1800336956B,60254,899,1.0,0,1
2000142937D,23185,1798,1.0,0,0
2001190541E,28287,3600,1.0,0,0
1800267920C,165726,8100,0.0,1,1
1803364292C,121307,7500,1.0,1,0
1500748C,291714,899,0.0,0,1
331762E,349271,3000,1.0,1,1
1658473A,189033,2400,0.0,0,0
1546787C,42730,2279,0.0,0,0
2000958890A,16015,1379,1.0,0,0
1372053B,203932,1498,1.0,0,0
2001419845E,48241,1799,1.0,0,0
1502301C,53914,1199,0.0,1,0
96394E,187681,1499,1.0,1,0
2000300483D,11463,1798,0.0,0,0
1222368B,359545,2099,1.0,1,0
2000013195C,31501,6298,1.0,1,1
434180E,102351,1199,0.0,0,1
54572D,373778,2100,0.0,0,0
1801885667B,103004,4501,0.0,1,1
2001841491D,59564,300,0.0,0,1
2001464932B,59337,1201,0.0,0,0
751444B,47739,2519,0.0,0,0
2000459639D,232037,1503,0.0,0,0
6013B,295638,1499,0.0,0,0
353392C,475571,26099,1.0,1,0
383533B,112151,6300,1.0,1,1
1481911B,410215,899,0.0,0,1
2043441E,115428,1080,1.0,1,0
316787A,218682,1799,0.0,0,0
1803299785C,25255,1797,1.0,0,0
434875E,434121,1496,0.0,0,1
751444B,211588,3299,0.0,1,0
915458C,170262,3599,0.0,0,1
598149B,35137,1801,1.0,0,1
2000524670C,153585,3900,0.0,0,0
2745833A,146223,899,1.0,1,1
1425883E,59772,10199,0.0,0,0
1643347B,418552,3001,0.0,0,0
1930181E,370520,2398,1.0,0,1
1084774C,256089,21599,1.0,0,0
2001777097B,79311,1200,0.0,0,1
56860A,278583,5399,1.0,0,0
113938B,46641,1200,1.0,0,1
1755276B,15229,3299,0.0,0,0
2320047C,30954,299,0.0,0,0
2002292716A,386970,2103,1.0,0,0
2000723476E,34828,3296,0.0,1,0
1930181E,386964,2399,0.0,0,0
1925307A,281424,1500,1.0,0,0
1811907B,41755,8999,0.0,0,1
146349B,346763,299,0.0,0,0
346662A,7507,3299,0.0,0,1
1941891A,103243,900,0.0,0,0
846335D,48635,4198,0.0,0,1
2002061544D,75202,899,1.0,0,0
2000438810C,63828,900,1.0,1,1
121628C,96296,1799,1.0,0,0
383533B,193321,5699,0.0,0,1
751444B,337902,15301,0.0,0,0
1018562D,75106,15299,1.0,0,1
1800177745D,32618,4799,0.0,0,0
518537E,71225,3000,0.0,0,1
185409C,57872,88800,1.0,0,0
262962E,113639,1379,0.0,0,1
2002040356A,102074,1499,1.0,0,1
2001968091D,332209,1200,0.0,0,1
1109232E,17004,3300,0.0,0,1
1382040C,315159,1799,1.0,0,0
346950A,331723,4500,0.0,1,1
2002199704C,11262,3601,0.0,0,0
48724C,34512,4499,0.0,1,0
2002685904E,20453,3898,1.0,1,1
2000264202A,144215,2098,1.0,0,0
1524085D,47077,45899,0.0,0,0
2001961001B,102058,1802,1.0,1,0
2001833039C,67059,2400,0.0,0,1
386681C,80617,598,0.0,0,0
357745C,107321,2879,0.0,0,1
1069727D,65309,1499,1.0,0,1
153408D,285040,21599,1.0,0,0
2719200B,125744,1618,0.0,0,0
60250D,10733,900,1.0,0,0
751444B,271139,4500,1.0,0,0
2000483055A,235338,1499,0.0,0,0
538664D,30018,1799,1.0,1,0
2000733308B,403734,599,0.0,0,1
514019D,190054,600,0.0,0,0
434800B,7006,29399,1.0,0,0
1930181E,283365,12000,1.0,0,0
2567505B,136292,3601,1.0,0,0
630014E,204548,3001,0.0,0,0
2001350774D,46337,3899,1.0,0,0
2000909235D,103799,299,1.0,0,1
2614928B,11706,899,1.0,0,0
1316717E,39145,2398,1.0,1,1
2001497850E,120467,3602,1.0,0,0
1803431873C,233863,43498,0.0,0,1
508844E,444830,299,1.0,0,1
2000514096B,176302,2098,1.0,0,0
79944C,30644,4501,0.0,1,1
570855C,63812,6598,1.0,0,1
132419B,14357,4199,0.0,0,0
711172D,68193,4200,0.0,0,1
2694601B,201098,2401,0.0,0,1
2000616008B,201234,301,0.0,0,0
2002219665A,83685,22500,1.0,0,0
32673E,83380,2399,0.0,0,0
52423A,306015,2100,1.0,0,0
2002055512A,113248,599,0.0,0,1
745094A,118897,4199,0.0,0,0
1803025794D,222212,1200,1.0,1,0
84090D,139500,2400,0.0,0,1
2002235461E,258549,4800,1.0,0,0
1802911870C,122449,1020,0.0,0,1
1802461576D,101476,2400,0.0,1,0
2919616E,214740,2400,0.0,0,0
1803256163D,350009,1801,0.0,0,0
263758D,28558,22500,0.0,0,1
1656771C,29066,3000,1.0,0,0
2726007C,106467,1620,1.0,0,1
2001320859A,18725,3899,0.0,0,1
241493B,223153,1800,1.0,0,0
2001500211B,88578,5399,1.0,0,0
1394050B,115428,1081,0.0,0,0
1275433E,292761,1502,1.0,0,1
367019C,254788,599,0.0,1,1
2749663E,401875,2699,0.0,1,0
12412C,44203,3598,0.0,1,1
2001780718B,80536,1320,1.0,0,1
407164A,87605,1200,0.0,0,0
2001983032A,247804,900,1.0,1,1
232788A,18040,602,1.0,0,0
205862E,199612,900,1.0,0,1
886456C,113963,4559,1.0,0,0
73922E,22176,4499,0.0,0,0
2711994A,18095,43199,1.0,0,0
2001670599C,53017,3300,1.0,0,1
2002693360B,73440,1800,0.0,0,0
1991713A,129044,30001,1.0,0,1
104168A,479846,1500,0.0,0,0
514499A,120800,1079,1.0,0,0
1847583A,73838,3358,1.0,0,1
39569B,474515,1200,0.0,1,0
2000981068D,17309,14699,1.0,0,0
12892C,94211,2699,0.0,0,0
2549024A,96715,29098,0.0,1,0
2002587747A,70242,1560,1.0,1,1
1459539E,305024,4499,0.0,1,1
1157746E,156085,2399,0.0,0,0
131498D,76913,39598,1.0,0,0
1803058495E,71604,900,1.0,1,1
335936B,14370,11699,0.0,0,0
2001444890A,503417,3599,1.0,0,0
2002161015D,57679,36119,1.0,1,0
139701B,137142,2397,0.0,1,1
396399A,366195,3600,0.0,0,0
698104A,30555,3000,0.0,1,0
104168A,324619,3000,0.0,1,0
1771281C,354021,2999,1.0,0,1
55777E,157487,6301,0.0,0,0
117902C,4785,181,0.0,0,1
2000333540A,142017,2699,0.0,0,0
915458C,301474,1497,1.0,1,0
2735701C,15412,1799,1.0,0,1
2000301922A,57062,6300,1.0,0,0
791440B,94429,2399,0.0,0,0
728352B,328841,4500,1.0,0,0
346363C,305015,1501,0.0,0,0
118199A,37801,600,1.0,1,0
2001997048E,100626,3899,1.0,0,1
2000827979A,232730,1020,0.0,0,0
1831783E,67689,1799,0.0,0,1
1728331B,169227,6598,1.0,0,1
2002514229E,181083,1199,0.0,0,0
43579579C,54850,3599,0.0,1,0
171017C,29329,2100,1.0,1,1
1605096B,27208,1798,0.0,0,1
146349B,319593,599,1.0,1,1
1222368B,485183,4198,1.0,0,1
2239844D,255378,2999,0.0,0,0
732521A,286274,1200,0.0,0,0
958107D,256050,3599,1.0,0,0
2550025E,68989,1199,0.0,0,0
1715770E,96886,1799,0.0,1,0
1994044C,121147,1979,1.0,1,0
40602231C,337664,8399,0.0,0,0
2001509029C,136614,90899,1.0,0,0
2002898457A,77861,1499,1.0,1,0
2001961001B,73052,16500,1.0,0,0
1802638236E,69738,2699,1.0,0,0
206134A,309969,3299,0.0,0,0
935221A,74510,358,0.0,0,1
1803692344C,58125,1502,1.0,1,0
265627D,64196,8399,1.0,1,0
2000268111A,223517,3599,1.0,0,0
962004B,16093,53099,1.0,0,0
1623063E,296067,0,1.0,0,0
32365B,26778,900,0.0,1,1
1803025794D,221051,6600,0.0,0,0
2001447589B,111662,1800,0.0,0,0
1097157D,177558,1499,1.0,1,0
2000264202A,280827,4501,1.0,1,0
140605B,199579,1200,0.0,0,0
2001458411C,184802,87001,0.0,0,1
382745A,12498,3601,0.0,0,0
396399A,29718,299,1.0,0,0
2002046003C,121799,601,0.0,0,0
2002253595C,32844,3300,0.0,0,1
2002736513E,325571,2101,0.0,0,0
1835677C,66575,4498,0.0,1,1
658849C,39609,1199,1.0,0,0
579335A,299683,1501,1.0,0,1
1248965D,338482,600,0.0,0,1
346950A,125209,2697,0.0,0,1
484178D,159965,1200,0.0,0,0
1270852D,25690,88199,1.0,1,0
938954A,182042,3600,1.0,1,1
1034097D,354111,3900,0.0,0,1
21882C,31562,2699,1.0,1,0
210653B,20289,5399,0.0,0,0
54175D,23534,4200,1.0,0,0
2001515084C,7410,718,0.0,0,0
295654C,16911,3897,0.0,0,0
1803721003B,396548,2399,0.0,0,0
919584E,69301,899,0.0,0,0
1745907E,101985,2099,1.0,1,0
2205361B,218055,6000,0.0,0,1
2000695282A,321859,2100,1.0,0,1
84081E,26101,600,0.0,0,0
535095B,13680,301,0.0,0,0
1337231E,61048,2699,0.0,1,0
2002582524D,84352,300,0.0,0,0
2144791E,96348,5401,1.0,1,0
1786859E,132511,4499,0.0,1,0
2000186719A,260577,900,0.0,1,0
1930181E,238303,599,1.0,0,0
2002733846C,313521,597,0.0,0,0
455895D,18725,3900,0.0,0,0
1707089D,371856,2398,0.0,1,1
801675A,78807,1800,0.0,0,1
2111904D,36182,901,1.0,0,0
335936B,422484,5399,1.0,1,1
35581B,16884,12001,0.0,0,0
470772B,29478,8100,0.0,0,0
810587B,22782,6599,1.0,1,1
751444B,72530,2400,0.0,0,1
1091386B,32844,3301,1.0,0,0
83334D,354420,15300,0.0,0,0
233376B,404470,7801,0.0,0,0
643360A,70641,601,1.0,0,1
512534C,66738,239,0.0,1,1
2001983032A,294371,86399,0.0,1,0
130850A,138062,7199,0.0,0,1
747394D,181242,1500,1.0,0,0
518537E,218193,1199,0.0,0,0
2919616E,433638,2702,0.0,0,1
2001920562C,81849,599,0.0,0,1
1802796831D,20565,901,1.0,0,0
2077764C,362093,15299,0.0,0,0
1800058456A,189596,3600,1.0,0,1
2126495A,47780,2877,1.0,0,1
2554060C,113269,3900,1.0,0,0
207000B,106449,1199,1.0,1,0
2001283484C,66331,3300,1.0,0,1
1223743B,35813,2102,0.0,0,1
1550029C,53198,1802,0.0,1,1
2001743824B,161195,1798,1.0,0,1
123184D,386503,2398,0.0,0,0
1435399E,77650,1799,1.0,0,1
273722B,341075,899,1.0,0,0
2761162D,216355,1620,0.0,0,0
2103733E,18802,1800,0.0,1,0
2840501A,278327,1801,0.0,0,0
99646B,444239,11700,0.0,0,0
122293A,21597,2698,1.0,0,0
894587C,10255,1799,1.0,0,0
2001914468D,11372,1260,0.0,0,0
1380980B,452901,1199,1.0,0,1
2000333540A,116342,3900,0.0,0,1
169357C,202061,17999,0.0,0,1
281478D,222467,4199,0.0,0,0
1466766C,51780,1199,0.0,0,1
1598591B,79090,1500,0.0,0,0
2001225847B,246,3000,0.0,0,0
754376D,400645,2699,1.0,0,0
2000320020D,427995,3600,1.0,0,1
1930181E,299697,598,0.0,1,0
488773C,367115,1800,0.0,0,0
476152A,50159,21899,0.0,1,1
1193292C,499185,14699,1.0,0,0
958282B,34207,3899,0.0,1,0
2040868D,30008,1920,1.0,0,1
1625268A,7915,8399,0.0,0,1
2001352633D,74629,345601,1.0,0,0
2471817C,99476,3898,0.0,0,0
308432E,76776,2401,0.0,0,1
2002061544D,49737,1801,0.0,0,0
1451353E,343908,900,1.0,1,1
2876515B,19766,3599,0.0,1,0
2000993288D,125764,2102,0.0,0,0
488773C,219724,4800,0.0,0,0
1143513A,78014,178,1.0,0,0
1826030A,2902,1499,0.0,0,1
2000664918A,141044,1499,0.0,0,1
211929B,101011,3899,0.0,0,1
869325D,132076,1801,1.0,0,0
2002622105D,133751,2699,1.0,1,0
118826D,18583,3598,1.0,0,0
487652A,171366,2401,0.0,0,1
219383E,88420,2399,0.0,1,1
845739B,196739,3001,0.0,0,1
1276013B,94907,4500,1.0,0,1
343561E,289300,25319,1.0,0,1
1225354D,70689,4800,0.0,1,0
1930181E,407293,1200,1.0,0,1
456221D,243181,1860,1.0,1,1
206016B,87748,1319,1.0,0,1
835634B,137330,1800,0.0,0,1
57324C,168747,5397,1.0,0,0
1566612A,209076,3001,0.0,1,0
2000264202A,416715,2399,1.0,0,1
514537D,382080,1201,1.0,0,0
2001944660C,31358,1500,1.0,1,1
1859993B,129015,899,0.0,0,0
2001500510C,355732,2700,0.0,0,0
1453805B,39350,1201,1.0,1,0
488773C,426777,180,1.0,1,1
2919616E,69064,2699,1.0,0,1
1970249B,27509,4800,0.0,0,1
242448E,232848,2698,0.0,0,1
2002869804C,51997,10799,1.0,0,0
2328687C,116185,1500,0.0,1,0
386084C,366493,3297,0.0,0,0
1803786633C,348217,4501,1.0,0,0
439405E,199308,1498,1.0,0,0
2001355273C,30882,4199,0.0,0,1
51059B,35813,2099,0.0,1,1
26942B,396007,4199,0.0,1,1
2002181124A,247455,3600,0.0,1,1
383533B,457001,4501,0.0,0,0
881571E,36132,2399,1.0,0,0
1920450C,197929,1199,1.0,0,0
574898A,55694,87000,0.0,0,1
2001797085A,344870,2401,1.0,1,1
1800107118C,108450,86700,1.0,0,1
76140E,318535,3299,0.0,0,0
530742A,280399,1500,0.0,0,1
396399A,3256,1199,0.0,0,0
775148C,78194,18601,1.0,0,0
1831139C,482609,11998,1.0,1,1
2826461B,42154,1799,1.0,0,1
2144791E,36410,1798,1.0,0,0
522552E,30217,3300,0.0,0,0
2001049574E,68933,2101,1.0,0,1
83686B,136522,1801,0.0,0,0
518537E,207872,10800,0.0,1,1
1177589B,35659,2699,1.0,1,0
2002453292D,194132,4200,1.0,0,1
445902C,56762,1800,0.0,0,0
229260B,210434,1199,1.0,1,0
2954161D,98013,3901,1.0,0,0
2239844D,122365,1199,1.0,0,1
1803143548C,16235,13498,1.0,1,0
1802649741B,88804,5401,0.0,0,0
2610343A,305366,1800,0.0,0,0
346822C,102660,1498,0.0,1,1
1154233E,351896,2700,0.0,0,0
2001314219E,9423,3901,0.0,0,0
224645B,8542,2999,1.0,0,0
36739E,193331,299,1.0,0,1
2000141054B,209159,1680,0.0,0,0
383533B,132877,601,0.0,1,0
751444B,456011,2699,1.0,0,1
806398D,222240,4499,1.0,0,1
23018A,177072,15001,1.0,0,0
229260B,439793,1502,1.0,0,0
1133693D,222533,3598,0.0,1,0
893813B,34386,1979,1.0,0,0
117010E,194613,1799,0.0,0,0
102911E,22782,6601,0.0,1,1
1820748B,66733,2399,0.0,0,0
207006B,15242,179,0.0,1,1
2066643D,226522,1620,1.0,0,0
1803522254E,79116,3899,0.0,0,1
1672340D,15551,6298,0.0,0,1
2907986D,274131,301,1.0,0,1
751444B,100038,3420,0.0,0,1
1802106644D,243280,2699,1.0,0,1
2001269634D,34149,1799,0.0,0,1
2002165702D,252498,3301,0.0,0,0
136720E,14058,4500,0.0,1,1
1803340263D,144055,2997,0.0,0,0
206608A,271980,3600,0.0,0,0
51797C,220100,598,0.0,0,1
2002463647E,376682,7500,1.0,1,0
2882033C,97496,18899,1.0,0,0
117010E,378012,15601,1.0,1,1
212912A,34758,3600,0.0,0,1
750246A,446490,432599,0.0,1,1
945337E,26085,1080,1.0,0,0
1567558A,149385,5401,0.0,0,1
73544D,166252,5402,1.0,1,0
102058B,267632,1200,0.0,1,0
2000229379B,23060,6000,0.0,0,1
493556C,28549,297,0.0,0,1
2001388045D,84698,119,1.0,0,0
136574E,100686,780,0.0,0,1
935221A,25025,660,0.0,0,0
1723726B,85296,2398,0.0,0,0
67613A,68851,900,1.0,0,0
2002024679C,105865,1918,1.0,0,1
1802432161B,132263,2401,0.0,1,1
2000028208A,26059,8098,0.0,1,0
44822988A,135930,3301,1.0,0,1
346950A,38275,598,0.0,1,1
1880523E,255017,1799,1.0,0,0
1342870D,116815,1500,1.0,0,0
1289567C,153,3600,1.0,0,0
637035D,86307,29398,1.0,0,0
2002710184A,30716,3599,0.0,0,0
1418876E,173452,1200,1.0,0,0
2525434D,104904,2099,0.0,0,0
180202D,231271,2099,0.0,0,1
158328E,52486,3899,0.0,0,0
2001293645C,144625,4200,0.0,1,0
179232B,110936,4198,0.0,0,0
2001983032A,356024,898,0.0,0,0
206905B,196153,1200,0.0,0,1
155641B,301644,2399,1.0,1,0
430823C,388153,1799,0.0,0,0
2694601B,195947,87600,1.0,1,0
197097B,9841,299,1.0,0,0
2002195257E,495222,1199,0.0,0,0
2002715562C,110722,1800,0.0,0,0
2001703914A,176929,3002,1.0,0,1
54175D,249520,2461,1.0,0,0
84081E,108003,300,1.0,0,1
2002098920A,17113,3899,0.0,0,0
454594A,115322,300,1.0,0,1
2783275C,19336,2401,0.0,0,0
671022A,71360,1500,0.0,1,0
1010253E,140839,598,1.0,1,1
2002232492A,25061,1979,0.0,0,0
33298A,49069,3600,0.0,1,0
1316717E,38275,601,0.0,1,0
1152289D,438551,7798,1.0,0,1
566718E,283660,1499,0.0,0,0
475321E,31314,3297,0.0,0,1
1803340263D,110471,2100,0.0,0,0
618456B,233670,901,1.0,0,0
507279D,400492,417,1.0,0,0
