AuthorId,RecipeId,Like
1686048D,136873,1
1686048D,16884,1
168612E,96499,0
168612E,134188,0
1686181C,8166,1
168641C,82132,0
1686455D,434863,0
1686901C,205890,0
1687082D,33944,0
1687155A,207290,0
1687229B,406887,0
1687426E,530158,1
168753B,127868,0
168753B,60581,1
1687558C,256209,0
1687558C,305209,0
1687558C,291527,0
1687654D,9351,0
1687654D,281206,0
1687728C,70271,0
1687728C,188610,0
168776B,173943,0
168776B,356089,0
1687856E,40804,0
1687990E,50712,0
1687990E,33536,0
1688054C,227114,0
1688130B,91185,0
168833C,248071,0
1688413B,107005,0
1688427D,503182,0
168881E,39902,0
168881E,107786,0
168881E,323372,1
168881E,62855,1
168883E,10744,0
168883E,39087,0
168883E,7968,0
168886C,382691,0
1688897E,17456,0
1688983C,13639,0
168922A,23232,0
1689326E,25360,0
168933B,328458,0
168933B,108084,0
168933B,40989,0
16893E,64196,1
1689415B,67860,0
1689415B,117795,0
1689415B,29496,0
1689415B,455574,0
1689488C,130781,1
1689727C,39087,0
1689816D,326407,0
168982C,381419,0
168982C,81945,0
1689980C,9228,0
1689980C,99156,0
1689980C,110998,0
1689980C,78017,0
1689980C,141893,0
1689980C,261095,0
1689980C,470588,0
1689980C,491686,0
1689980C,120602,0
1689980C,128494,0
1689980C,273228,0
1689980C,69884,0
1689980C,60878,0
1689980C,14208,0
1689980C,27144,0
1689980C,363418,0
1689980C,170996,0
1689980C,391582,0
1689980C,357266,0
1689980C,200484,0
1689980C,391281,0
1689980C,84063,0
1689980C,347599,0
1689980C,186528,0
1689980C,79521,0
1689980C,420925,0
1689980C,413677,0
1689980C,231041,0
1690190C,454971,0
1690205A,53474,0
1690246D,118398,0
1690305A,225391,0
1690491B,27410,1
1690555C,142853,0
1690662D,111829,0
1690662D,299795,0
1690736E,63501,0
1690838B,58129,1
1690876E,56694,0
1690906A,38065,0
1690906A,100101,0
1690906A,109829,0
1690906A,32664,0
1690906A,31062,0
1690906A,96945,0
1690906A,50353,0
1690906A,55582,0
1690906A,113046,0
1690906A,29718,0
1690906A,25730,0
1690994A,150384,0
1691608B,386983,0
169167E,2663,0
1691824E,142067,1
1691826A,352555,0
1691902A,464946,0
1691902A,46078,0
1692000D,149540,0
1692046A,19717,0
1692063D,147281,0
1692115D,221309,0
1692119E,157549,0
1692183E,247221,0
169229E,18246,0
1692363C,76670,0
1692419D,282079,0
1692742E,277167,0
1692821A,123859,1
169283C,149406,1
1692854E,84764,0
1692854E,135997,0
1692895D,300379,0
1692901A,38693,0
1692992A,286617,1
1693001B,310084,1
169310B,304191,0
169310B,212395,0
169310B,349101,0
169310B,449299,0
169310B,365404,0
169312D,130363,0
1693205C,105865,0
1693352A,73166,1
1693355A,113135,0
1693355A,193370,1
1693522C,20408,0
1693822D,139664,0
1694155B,2886,0
1694280D,172763,0
1694280D,218845,0
1694280D,223071,0
1694280D,220913,0
1694280D,86809,0
1694280D,83524,0
1694280D,227841,0
1694280D,108059,0
1694323A,110506,0
1694325D,24492,0
1694546B,121840,0
1694635C,99564,0
1694687A,196881,0
1694687A,21547,0
1694687A,98953,0
1694687A,356118,0
1694687A,134992,0
1694687A,21706,0
1694687A,52087,0
1694687A,124299,0
1694687A,120024,0
1694687A,248608,0
1694687A,282984,0
1694687A,275084,0
1694687A,244497,0
1694687A,44062,0
1694687A,8278,0
1694687A,166241,0
1694687A,77397,0
1694687A,168023,0
1694687A,316250,0
1694687A,350443,0
1694687A,160194,0
1694687A,132467,0
1694687A,17483,0
1694687A,182389,0
1694687A,65469,0
1694687A,274267,0
1694687A,44289,0
1694687A,59519,0
1694687A,335961,0
1694687A,242909,0
1694687A,170800,0
1694687A,184769,0
1694687A,242473,0
1694687A,416169,0
1694687A,272023,0
1694687A,214943,0
1694687A,330255,0
1694687A,59636,0
1694687A,149328,0
1694687A,50917,0
1694687A,119562,0
1694687A,171623,0
1694687A,293051,0
1694687A,262292,0
1694687A,333393,1
1694687A,139152,1
1694687A,227192,1
1694687A,304002,1
169490A,54215,0
1694979A,69630,0
1695180E,217,0
1695189C,42081,0
1695234C,154400,0
1695234C,48651,0
1695234C,94656,0
1695334A,138050,0
1695412A,282620,0
1695868D,52689,0
1696072E,93886,0
1696072E,50089,0
1696072E,187856,0
1696072E,25809,0
1696072E,122801,0
1696072E,10836,0
1696072E,76807,0
1696072E,3975,0
1696072E,70362,0
1696072E,128335,0
1696072E,82163,0
1696072E,103044,0
1696072E,23016,0
1696072E,192221,0
1696072E,60350,0
1696072E,25969,1
1696072E,29871,1
1696072E,71192,1
1696072E,20763,1
1696072E,47666,1
1696180E,62251,0
1696238C,210768,0
1696252B,92903,0
1696321A,240526,0
1696388D,87748,0
1696430B,59829,0
1696475E,19453,0
1696475E,183711,0
1696844E,177581,0
1696908E,20408,0
169730C,90376,1
1697344A,128373,1
169766C,362314,0
169766C,26765,0
169766C,21761,0
1697736B,32082,0
169774C,56558,0
169774C,188207,0
169774C,156576,0
169774C,33776,0
1697892B,48581,0
169801D,481110,0
1698651E,62031,0
1698798B,144349,1
16989B,16769,0
1699292D,18175,0
1699307C,174717,0
1699383C,350604,0
1699592C,30200,0
1699706B,367362,1
1699706B,450544,1
1699721A,81851,0
1699721A,90890,0
1699721A,65340,0
1699721A,162810,1
1699721A,57130,1
1699721A,20048,1
1699721A,33093,1
1699721A,77758,1
1699721A,356885,1
169997C,16740,0
169997C,19957,1
1700009C,58364,1
1700011B,11316,0
1700068D,311584,0
1700154B,59899,0
1700401E,94532,0
1700401E,23264,0
1700401E,145805,0
1700401E,75873,1
1700626E,82886,0
1700690D,52892,0
1700753A,321665,0
1700939A,251536,1
1700978E,290653,0
1701078D,214564,0
1701425E,179327,0
1701460E,130417,0
1701460E,62581,0
1701460E,15072,0
1701534E,267610,0
1701534E,263383,0
1701534E,269019,0
1701534E,267197,0
1701534E,109140,0
1701534E,264634,0
1701534E,254690,1
170159D,359986,0
1701702A,346106,0
1701713B,458008,0
1701733A,219157,0
1701733A,26110,0
1701748E,120426,0
1701779A,74284,0
1701924D,55673,0
1701924D,141566,0
1701924D,17148,1
170196C,42686,0
170196C,3495,0
170196C,236351,0
1701984B,59733,1
1702047A,82546,0
1702047A,40560,0
1702047A,136589,0
1702047A,73825,0
170224A,146805,1
1702504B,63131,0
1702524C,361669,0
1702536A,21859,0
1702650C,449452,0
1702669C,60594,0
1702879D,119430,1
1702954A,31163,1
1703450E,74259,0
1703476E,141903,0
1703534C,216575,0
1703534C,26205,0
1703534C,81725,0
1703534C,150863,0
1703534C,281297,0
170359D,142833,0
170359D,83123,0
1703970D,3616,0
1704021D,474315,0
1704044B,34405,0
1704123E,91096,0
1704145A,27144,0
1704231E,51659,0
1704284A,132853,0
1704284A,90544,0
1704313A,302757,0
1704358C,29539,0
1704391B,343680,0
170440C,75265,1
1704633A,110506,0
1704638B,248526,0
1704795E,54529,0
1704963A,134022,0
1705090C,329804,0
1705090C,45809,0
1705444A,68659,0
170588A,520522,1
1705932B,28314,0
1706155A,198104,1
1706266E,39369,0
1706483A,127591,0
1706524E,535300,0
170691C,200719,0
1706952E,269042,0
1707000C,15959,0
1707051E,112845,0
1707089D,216746,0
1707089D,182463,0
1707089D,13285,0
1707089D,69612,0
1707089D,197417,0
1707089D,371856,0
1707089D,17300,0
1707089D,70282,0
1707089D,77231,0
1707089D,32899,0
1707089D,129556,0
1707089D,59537,0
1707089D,193519,0
1707089D,33671,0
1707089D,14911,0
1707089D,63131,0
1707089D,2642,0
1707089D,17123,0
1707089D,4627,0
1707089D,173691,0
1707089D,11599,0
1707089D,26039,0
1707089D,396839,0
1707089D,48356,0
1707089D,190205,0
1707089D,79469,0
1707089D,4178,0
1707089D,107869,0
1707089D,25806,0
1707089D,33884,0
1707089D,209756,0
1707089D,322984,0
1707089D,28094,0
1707089D,125197,0
1707089D,234373,0
1707089D,65643,0
1707089D,91791,0
1707089D,340851,1
1707089D,113389,1
1707089D,31546,1
1707089D,17181,1
1707089D,275840,1
1707089D,146713,1
1707089D,14499,1
1707089D,70165,1
1707089D,18888,1
1707089D,407233,1
1707089D,362114,1
1707089D,32614,1
1707119C,24568,0
170722D,89007,0
170722D,145312,0
170722D,134982,0
170722D,60594,0
170722D,389441,0
170722D,58623,0
170722D,13554,0
1707313B,12394,0
170736B,88753,0
170736B,80435,0
170736B,295215,0
170736B,124408,0
1707382E,9274,0
1707432B,22022,0
1707447C,75875,0
1707526C,87385,0
1707687E,48067,0
1707687E,198737,0
1707687E,94929,0
1707687E,62498,0
1707687E,61906,0
1707687E,175200,0
1707687E,83086,0
1707687E,167912,0
1707687E,76899,0
1707687E,99722,0
1707687E,16489,0
17076C,22311,0
1707727B,81771,0
170774C,401550,0
170774C,73362,0
1707956C,119583,1
1708094E,149523,1
1708200D,495698,1
1708707A,330474,0
1708723B,362622,0
170883C,51780,0
1708911E,227257,0
1708911E,214226,0
1708911E,220158,0
1708911E,101151,0
1708934B,63581,0
1709012B,20987,0
1709224E,66362,0
1709224E,149134,0
1709262C,192335,0
1709585B,73166,0
1709602A,39316,0
1709681B,119438,0
1709681B,101104,0
1709681B,67006,0
1709681B,216135,0
1709681B,57759,0
1709681B,69127,0
1709681B,130587,0
1709681B,393502,0
1709681B,113616,0
1709681B,208213,0
1709681B,375900,0
1709681B,39870,0
1709681B,99159,0
1709681B,118360,0
1709681B,265192,0
1709681B,41939,0
1709681B,42918,0
1709681B,88408,0
1709681B,39013,0
1709681B,172448,0
1709681B,225522,0
1709681B,193230,0
1709681B,253141,0
1709681B,288861,0
1709681B,129615,0
1709681B,18653,0
1709681B,250517,0
1709681B,389057,0
1709681B,245359,0
1709681B,474911,0
1709681B,296392,0
1709681B,270618,0
1709681B,87844,0
1709681B,384075,0
1709681B,128831,0
1709681B,135685,0
1709681B,428495,0
1709681B,36023,0
1709681B,43858,1
1709681B,178200,1
170968A,59932,1
170972B,22691,0
1709788A,95222,1
170998E,255632,0
171000E,4332,0
1710029C,72333,0
1710133D,50825,1
171017C,29329,0
171017C,135517,0
171017C,141789,1
1710195C,20616,0
1710195C,12730,0
1710437B,371604,0
1710465B,247882,0
1710770E,301934,0
1710780E,31750,0
1711244C,66388,0
1711292A,100005,0
1711484C,91797,0
1711505B,62853,0
1711505B,17752,0
1711740B,101476,0
1711829B,41611,0
1711829B,47155,0
1711829B,47413,0
1711842B,31562,0
1712000D,19147,0
1712015E,157864,0
1712068C,343596,0
1712160B,51209,0
1712236E,117297,0
1712856B,2526,0
1712894C,77654,0
1712894C,63100,0
1712894C,56563,0
1712894C,344458,0
1712894C,25690,0
171291D,69140,0
171291D,38531,0
171292C,226087,0
171292C,10744,0
171292C,90217,0
171292C,107712,0
171292C,78292,0
171292C,152116,0
171292C,204901,0
171292C,30013,0
171292C,222309,0
171292C,238428,0
171292C,95760,0
171292C,74703,0
171292C,366000,0
171292C,395151,0
171292C,33752,0
171292C,71327,0
171292C,152113,0
171292C,144631,0
171292C,39864,0
171292C,75429,0
171292C,12947,1
171292C,150684,1
171292C,119083,1
171292C,17095,1
171292C,152904,1
171292C,64207,1
171292C,139664,1
171292C,92095,1
171292C,70864,1
171292C,25600,1
171292C,40208,1
171324D,20643,0
171324D,71933,0
171324D,659,0
171324D,117211,0
171324D,35813,0
171324D,141469,1
171324D,302120,1
171330A,68918,0
1713379C,84612,0
1713379C,11424,0
1713530C,84516,0
1713530C,407494,0
1713539B,49901,0
1713539B,168954,0
1713539B,231037,0
1713539B,183720,0
1713539B,440710,0
1713539B,30812,0
1713539B,231520,0
1713539B,342509,0
1713539B,294241,0
1713539B,121838,0
1713539B,211248,0
1713539B,50254,0
1714206E,59917,0
1714266C,283526,0
1714299A,216376,0
1714328A,96582,0
1714466A,40497,0
1714466A,121498,0
1714466A,31273,0
1714466A,73922,0
1714534C,463068,0
1715149A,64446,0
1715307D,79089,0
1715307D,30484,0
1715307D,91150,0
1715307D,13959,0
1715307D,143316,0
1715307D,82970,0
1715307D,173678,0
1715307D,205801,0
1715307D,17769,0
1715307D,15263,0
1715307D,24134,0
1715307D,210631,0
1715307D,4077,0
1715307D,31626,0
1715307D,111456,0
1715307D,280168,0
1715307D,157032,0
1715307D,59530,0
1715307D,213796,0
1715307D,37211,0
1715307D,241494,0
1715307D,226866,1
1715307D,97162,1
1715307D,57895,1
1715307D,210729,1
1715307D,48760,1
1715307D,217074,1
1715307D,105526,1
1715307D,19501,1
1715307D,207138,1
1715307D,8972,1
1715307D,65799,1
1715307D,171224,1
1715307D,287688,1
1715307D,276432,1
1715307D,32478,1
1715307D,7118,1
1715307D,184323,1
1715520A,13990,0
171552B,266682,0
1715555E,26229,0
1715555E,860,0
1715801C,405930,0
1716163C,164510,1
1716359A,113949,0
1716359A,169500,0
1716359A,199813,0
1716359A,239834,0
1716359A,45308,0
1716359A,276482,0
1716359A,99081,0
1716359A,19003,0
1716359A,216350,0
1716359A,14680,0
1716422E,419466,0
1716448D,89207,0
1716448D,2496,0
1716557E,237823,0
1716557E,83203,0
1716557E,254575,0
1716557E,19717,0
1716557E,290307,0
1716557E,281882,0
1716557E,133821,0
1716557E,66488,0
1716557E,32631,0
1716557E,93,0
171664A,29544,0
171693B,331787,0
171693B,31303,0
171693B,196408,0
171693B,2886,1
171704A,252790,1
1717119C,64015,0
1717360A,35185,0
1717531B,86020,0
1717822D,110635,0
1717842A,89282,1
1717915C,167468,0
1717915C,30143,0
1717915C,276666,0
1717915C,352996,0
1717915C,184647,0
1717915C,327369,0
1717915C,390817,0
1717915C,192960,0
1717915C,264596,0
1717915C,208401,0
1717915C,196411,0
1717915C,314873,0
1717915C,114354,0
1717915C,218162,0
1717915C,216707,0
1717915C,172532,0
1717915C,115153,0
1717915C,269318,0
1717915C,344759,0
1717915C,211826,0
1717915C,95456,0
1717915C,383541,0
1717915C,372618,0
1717915C,124172,0
1717915C,155369,0
1717915C,220872,0
1717915C,227685,0
1717915C,309902,1
1717915C,269637,1
1717915C,283759,1
1717915C,327942,1
1717915C,374158,1
1717915C,389759,1
1717915C,276581,1
1717915C,317071,1
1717915C,361968,1
1717915C,264998,1
1717915C,377925,1
1717915C,328607,1
1717915C,380498,1
1717915C,184692,1
1717915C,288031,1
1717915C,59799,1
1717915C,129255,1
1717915C,360824,1
1717915C,235029,1
1718234A,156140,1
171841A,50507,0
1718471C,311966,1
171852A,26730,0
171852A,50518,0
171852A,115678,1
171854D,49960,0
1718615D,66575,1
1718650B,93886,1
1718797A,31128,0
1718866C,200419,0
171908B,133469,0
1719188B,187731,0
171920D,150282,0
1719289E,135350,0
1719579B,25230,0
1719589A,274110,0
1719761E,131315,0
1719774C,112467,0
1719774C,85857,0
1719774C,119119,0
1719774C,72761,0
1719774C,82450,0
1719774C,95086,0
1720115C,32956,1
172029D,106126,0
1720848E,149660,0
1720848E,32204,0
1721048B,64280,0
1721100D,154893,0
172114A,237913,0
172117A,79483,0
172117A,49394,0
172129E,79976,0
172132E,102655,0
1721347E,204048,1
172157E,415018,0
172162E,174234,0
1721808D,420398,0
1721808D,54677,0
1721810C,191459,0
1721871B,81646,0
1722355D,100074,0
1722480C,57130,0
172249C,196233,0
172252C,405798,0
1722598E,7435,0
1722612E,207741,0
1722612E,158648,0
1722713E,32048,0
1722713E,253007,0
1722713E,19135,0
1722785E,153998,0
172302D,83286,0
1723051E,453853,0
1723055E,12591,0
1723089E,69567,0
1723089E,352968,0
172355B,96253,0
172355B,282997,0
1723726B,85296,0
1723726B,45500,0
172374D,104084,1
1723809A,29884,0
1723809A,10125,0
172427E,73922,0
1724313E,160413,1
172437E,99843,0
172437E,55801,0
1724387B,101038,0
1724387B,228568,0
1724387B,131270,0
1724387B,11799,0
1724387B,294888,0
1724387B,55127,0
1724387B,336752,0
1724387B,256493,0
1724387B,30444,0
1724387B,168760,0
1724387B,152476,0
1724387B,163543,0
1724387B,70369,0
1724387B,141084,0
1724387B,206963,0
1724387B,11168,0
1724387B,386437,0
1724387B,258508,0
1724387B,135997,0
1724387B,378680,0
1724387B,303469,0
1724387B,211980,0
1724387B,242089,0
1724387B,237751,0
1724387B,18540,0
1724387B,306534,0
1724387B,205156,0
1724387B,450096,0
1724387B,304824,0
1724387B,167707,0
1724387B,291170,0
1724387B,168628,0
1724387B,110420,0
1724387B,231036,0
1724387B,56251,0
1724387B,275555,0
1724387B,367134,0
1724387B,364564,0
1724387B,291840,0
1724387B,132794,0
1724387B,163595,0
1724387B,275283,0
1724387B,170912,0
1724387B,141658,0
1724387B,89677,0
1724387B,207794,0
1724387B,58065,0
1724387B,17344,0
1724387B,19038,0
1724387B,406766,0
1724387B,34493,0
1724387B,107133,0
1724387B,54469,0
1724387B,453880,0
1724387B,207171,0
1724387B,25215,0
1724387B,103679,0
1724387B,363954,0
1724387B,101873,0
1724387B,225800,0
1724387B,85387,0
1724387B,227206,0
1724387B,67127,0
1724387B,172880,0
1724387B,24306,0
1724387B,305384,0
1724387B,392203,0
1724387B,323548,0
1724387B,90277,0
1724387B,149952,0
1724387B,37413,0
1724387B,344489,0
1724387B,93373,0
1724387B,109423,0
1724387B,24205,0
1724387B,256821,1
1724387B,110291,1
1724387B,464946,1
1724387B,173007,1
1724387B,21752,1
1724387B,140223,1
1724387B,4496,1
1724387B,253794,1
1724387B,167348,1
1724387B,21363,1
1724387B,151957,1
1724387B,105262,1
1724387B,19876,1
1724387B,86947,1
1724387B,275658,1
1724387B,74301,1
1724387B,316389,1
1724387B,40983,1
1724387B,111131,1
1724387B,75432,1
1724387B,41292,1
1724387B,306008,1
1724387B,286956,1
1724387B,133733,1
1724387B,247423,1
1724387B,482036,1
1724387B,186221,1
1724387B,135879,1
1724387B,33836,1
1724387B,360898,1
1724387B,107514,1
1724387B,48279,1
1724387B,193446,1
1724387B,276771,1
1724387B,149627,1
1724387B,43062,1
1724387B,148418,1
1724387B,199468,1
1724387B,139357,1
1724387B,423346,1
1724387B,322206,1
1724387B,70795,1
1724387B,14899,1
1724387B,268414,1
1724387B,428856,1
1724387B,248179,1
1724387B,358515,1
1724387B,89030,1
1724387B,153906,1
172441E,266765,0
1724502C,45809,0
1724808D,533997,1
1725009B,502112,0
1725144A,10095,0
1725285D,61872,0
1725285D,129504,0
1725285D,35450,0
1725285D,169131,0
1725597A,369402,0
172566A,241900,0
1725671E,350897,0
1725692E,426031,0
1725692E,429552,0
1725692E,299781,0
1725692E,130653,0
1725692E,414212,0
1725692E,334760,0
1725692E,213107,0
1725692E,80675,0
1725692E,105726,0
1725692E,115153,0
1725692E,219284,0
1725692E,321621,0
1725692E,158838,0
1725692E,355806,0
1725692E,74730,0
1725692E,376387,0
1725692E,426699,0
1725692E,71933,0
1725692E,67256,0
1725692E,21202,0
1725692E,346326,0
1725692E,324890,0
1725692E,425441,0
1725692E,330484,0
1725692E,69650,0
1725692E,417038,0
1725692E,358488,0
1725692E,423478,0
1725692E,346790,0
1725692E,14499,0
1725692E,32204,0
1725692E,227118,0
1725692E,227621,0
1725692E,111777,0
1725692E,165110,1
1725692E,150400,1
1725692E,196735,1
1725692E,408085,1
1725692E,317121,1
1725692E,265602,1
1725692E,229368,1
1725692E,422979,1
1725692E,147156,1
1725692E,396307,1
1725692E,34499,1
1725692E,88486,1
1725709B,30864,0
1725709B,37437,0
1725709B,191026,0
1725735D,500523,0
1725757D,29407,0
1725757D,103837,0
1725757D,26257,0
1725757D,26177,0
1725757D,6565,0
1725757D,12134,0
1725819C,49067,1
1725910C,21882,0
1725910C,105670,1
1725929A,34059,0
1725929A,10203,0
172599A,33763,1
1726168E,110496,0
1726168E,30008,0
1726356B,533167,0
172640D,124466,0
1726435A,111514,0
1726435A,40173,0
1726435A,101694,0
1726550A,194721,1
172662C,36825,0
172662C,47319,0
172662C,206485,0
1727208C,109518,0
172760B,491807,1
172768E,40262,0
1727708E,52809,0
1727752C,79308,0
1727796C,84364,0
1727970E,184564,0
172800E,281387,0
172800E,281198,0
172800E,104555,0
172800E,149026,0
172800E,363128,0
172800E,210628,0
172800E,199965,0
172800E,168388,0
172800E,29829,0
172800E,249744,0
172800E,32700,0
172800E,160528,0
172800E,9497,0
172800E,287950,0
172800E,145251,0
172800E,150532,0
172800E,237045,0
172800E,246828,0
172800E,269173,0
172800E,74475,0
172800E,313418,0
172800E,170990,0
172800E,198797,0
172800E,176123,0
172800E,107411,0
172800E,11307,0
172800E,282931,0
172800E,90390,0
1728091A,63596,0
1728100E,79308,0
1728116C,291536,1
1728284B,496614,0
1728319A,176452,0
1728331B,169227,0
1728331B,91323,0
1728331B,74590,0
1728331B,14988,0
1728331B,20616,1
1728331B,220898,1
1728331B,89204,1
1728438B,27187,0
172845D,195028,0
172845D,142491,0
1728614D,89566,0
1728703D,42547,0
172889E,205890,0
1728952E,274188,0
1729444E,78769,0
1729494B,175428,0
1729494B,60897,0
1729657A,311786,0
1729840D,97496,0
173030D,98294,0
1730784E,41660,1
1730821B,126580,0
1730821B,29112,0
1730821B,2886,0
1730821B,74392,0
1730821B,105081,0
1730821B,67293,0
1730821B,89223,0
1730821B,55796,0
1730821B,32932,0
1730821B,135706,0
1730821B,12192,0
1730821B,38011,0
1730821B,15416,0
1730821B,102176,0
1730821B,41260,0
1730821B,36638,0
1730997A,104838,0
1730997A,9176,0
1731237C,48172,0
1731237C,176257,0
1731237C,13253,0
1731237C,388181,0
1731840E,150763,0
1731959A,36627,0
1732197A,416835,0
1732296E,97098,0
1732308D,135814,0
1732423C,54257,0
1732638C,376898,0
1732770E,27208,0
1732921E,17040,0
1732978C,480241,0
173312A,445,0
173312A,29544,1
1733668B,141402,0
1733711E,8701,0
1733711E,41577,0
1733711E,31901,0
173387B,4178,0
1734327D,203814,0
1734327D,113172,0
1734327D,316360,0
1734327D,281949,0
1734389B,87386,1
173443C,8531,1
1734458C,119732,0
1734543A,14684,0
1734550C,188132,0
1734640D,354981,0
1734658C,52892,0
1734719E,313263,0
1734778C,8739,0
173479C,163724,0
1734824A,27195,1
1734840D,137686,0
1734884A,426791,0
1735515A,225168,0
1735515A,218467,1
1735515A,32847,1
1735546D,29253,0
1735699C,62339,0
173575D,18410,0
1735929C,80877,0
173601B,39864,0
1736096C,321093,0
1736096C,35813,0
1736119B,242503,0
1736202C,98856,0
1736338A,52985,0
173640C,34499,1
1736426D,59242,0
1736426D,413186,1
1736468D,19906,0
1736468D,17223,0
1736515E,86210,0
1736544B,420398,1
173674B,45940,0
173684E,131062,1
1737438B,248553,0
1737438B,100690,0
1737438B,161165,0
1737438B,371581,0
1737438B,161510,1
173776C,50684,0
1737892A,314869,0
1738039A,194466,0
1738039A,251220,0
1738039A,88350,1
1738221B,131018,0
1738379C,226240,0
173840E,14460,1
173912D,95542,0
1739461D,32147,0
173964C,307807,0
1739733C,30641,0
1739733C,95376,1
1739815D,214533,0
1739815D,162173,0
1739815D,147444,0
1739815D,219196,0
1739815D,276759,0
1739815D,183416,0
1739815D,81401,0
1739815D,18605,0
1739815D,69173,0
1739815D,68485,0
1739815D,139098,0
1739815D,240327,1
1740098A,319534,0
174019C,59155,0
1740202A,89751,1
174026D,24767,0
1740349A,137811,1
1740455D,420398,0
1740853E,95222,0
1740853E,345181,0
1740853E,141854,0
174088D,259393,0
1741071C,108241,0
1741071C,50847,0
174122C,22600,0
1741322D,111103,0
1741322D,9198,0
1741422B,11919,0
174153E,8777,0
1741653C,289762,0
1741653C,18902,0
1741653C,101826,0
1741653C,101438,0
1741653C,51997,0
1741653C,174041,0
1741679C,498712,1
1741983E,28023,1
1742188B,306750,0
1742188B,66256,0
1742217E,198629,0
174252E,39087,0
1742584A,13399,0
1742716D,128566,0
1742716D,140263,1
1742716D,240526,1
1742727B,29767,0
1742760E,303107,0
1742789B,108651,0
1742789B,39087,0
1742797D,89202,0
1742845A,54259,1
1743097A,73034,0
1743097A,35611,0
1743264B,2980,0
1743328C,255887,0
1743367A,63802,0
174340B,199366,0
174363A,10422,0
174363A,62236,0
174363A,136977,1
1743698D,168857,0
1743698D,52799,0
1743698D,206196,0
1743698D,29155,1
174370E,67256,0
1744031B,13546,0
1744117D,438884,0
1744179D,143043,0
1744545A,343049,0
1744616A,44572,0
174464B,326712,0
1744711E,153597,0
1744759C,28141,0
1744781E,462563,0
1744866D,41280,0
1744866D,41283,0
1744949C,31901,0
1744949C,31316,0
1744949C,48529,0
1744949C,88430,0
1744949C,25723,0
1744949C,56366,0
1744949C,81764,0
1744949C,78897,0
1744949C,214750,0
1744949C,46975,0
1744949C,190193,0
1744949C,39087,0
1744949C,51516,1
1744949C,33257,1
1744949C,17943,1
174512D,68367,1
1745345E,400209,0
1745898B,647,0
1745898B,32618,0
1745903D,47726,0
1745907E,86516,0
1745907E,185013,0
1745907E,101985,0
1745907E,412608,0
1745907E,244817,0
1745907E,241786,0
1745907E,141549,0
1745907E,226191,0
1745907E,449794,0
1745907E,256976,0
1745907E,66488,0
1745907E,51354,0
1745907E,36011,0
1745907E,28206,0
1745907E,314508,0
1745907E,253534,0
1745907E,27294,0
1745907E,379967,0
1745907E,54257,0
1745907E,355547,0
1745907E,89492,0
1745907E,98120,0
1745907E,376017,0
1745907E,111610,1
1745907E,70165,1
1745907E,221751,1
1745967A,40901,1
1746563A,29478,0
1746563A,80306,0
1746563A,43454,0
1746563A,32614,0
1746563A,134281,1
1746563A,16512,1
1746879A,314899,0
1746996B,406110,0
1747134B,364764,0
1747152C,331486,0
1747496D,108105,0
1747638E,80145,0
1747733B,115420,0
174774B,107835,0
1747834D,204731,0
1748409A,394031,0
1748816E,55680,1
1748946B,137530,0
1748965D,15685,0
1749086E,207384,0
1749086E,268108,0
1749086E,215307,0
1749086E,374738,0
1749086E,13745,1
1749086E,48241,1
1749086E,259556,1
1749086E,140991,1
1749255E,48641,0
1749255E,50847,0
1749447E,80156,1
1749545D,239946,0
1749627E,321466,0
1749627E,79325,0
1749627E,44378,0
1749627E,50018,0
1749627E,90775,0
1749627E,42476,0
1749627E,81281,0
1749627E,60880,0
1749627E,111233,0
1749627E,105083,0
1749627E,53996,0
1749627E,52498,0
1749627E,60840,0
1749627E,113374,0
1749627E,48365,0
1749627E,105649,0
1749627E,93309,0
1749627E,82119,0
1749627E,133083,0
1749627E,79743,0
1749627E,53847,0
1749627E,64951,0
1749627E,25815,0
1749627E,42653,0
1749627E,53947,0
1749627E,144895,0
1749627E,16240,0
1749627E,263844,0
1749627E,61450,0
1749627E,140419,0
1749627E,11420,0
1749627E,112427,0
1749627E,48768,0
1749627E,57192,0
1749627E,144539,0
1749627E,29579,0
1749627E,53844,0
1749627E,97135,0
1749627E,25431,0
1749627E,60100,0
1749627E,47413,0
1749627E,62534,0
1749627E,70132,0
1749627E,97111,0
1749627E,88498,0
1749627E,63983,0
1749627E,44486,0
1749627E,66043,0
1749627E,249118,0
1749627E,70620,0
1749627E,57275,0
1749627E,76964,0
1749627E,143292,0
1749627E,43189,0
1749627E,58435,0
1749627E,12664,0
1749627E,30480,0
1749627E,153732,0
1749627E,90155,0
1749627E,59076,0
1749627E,44187,0
1749627E,26019,0
1749627E,158485,0
1749627E,64726,0
1749627E,178585,0
1749627E,98990,0
1749627E,56909,0
1749627E,112911,0
1749627E,43182,0
1749627E,3091,0
1749627E,80108,0
1749627E,55043,0
1749627E,12969,0
1749627E,184316,0
1749627E,57689,0
1749627E,226714,0
1749627E,267146,0
1749627E,59194,0
1749627E,58062,0
1749627E,55515,0
1749627E,222394,0
1749627E,62757,0
1749627E,77708,0
1749627E,60196,0
1749627E,78898,0
1749627E,145206,0
1749627E,55225,0
1749627E,47564,0
1749627E,39274,0
1749627E,116903,0
1749627E,10999,0
1749627E,77472,0
1749627E,78063,0
1749627E,94124,0
1749627E,34826,0
1749627E,42897,0
1749627E,48426,0
1749627E,93039,0
1749627E,65198,0
1749627E,56827,0
