AuthorId,user_idx,diet_idx,age_bucket,like_ratio,liked_avg_calories,liked_avg_protein
1758902A,52779,0,4,0.0,0.0,0.0
175890D,52780,0,4,0.0,0.0,0.0
175891A,52781,0,4,0.0,0.0,0.0
1758923B,52782,2,4,0.0,0.0,0.0
175894C,52783,0,3,0.0,0.0,0.0
1758968E,52784,0,1,0.0,0.0,0.0
1758969E,52785,0,3,0.0,0.0,0.0
1758982B,52786,2,2,1.0,1220.2,67.2
175900A,52787,1,4,0.0,0.0,0.0
1759013E,52788,0,2,0.0,0.0,0.0
1759040E,52789,0,4,0.0,0.0,0.0
1759049B,52790,0,3,0.0,0.0,0.0
175905E,52791,0,4,0.0,0.0,0.0
1759082A,52792,1,4,0.0,0.0,0.0
1759099C,52793,0,4,0.0,0.0,0.0
175910D,52794,2,3,0.0,0.0,0.0
1759112A,52795,2,2,0.0,0.0,0.0
1759128C,52796,2,4,0.3333333333333333,3328.0,57.0
175913D,52797,2,4,0.0,0.0,0.0
1759157B,52798,2,1,0.0,0.0,0.0
1759190A,52799,1,3,0.0,0.0,0.0
1759200A,52800,0,2,0.0,0.0,0.0
1759234E,52801,1,4,0.0,0.0,0.0
175924A,52802,1,2,0.0,0.0,0.0
17592C,52803,2,2,0.0,0.0,0.0
1759319C,52804,0,0,0.0,0.0,0.0
1759338D,52805,2,3,0.0,0.0,0.0
1759339B,52806,1,4,0.0,0.0,0.0
1759365C,52807,0,2,0.0,0.0,0.0
1759371C,52808,0,2,0.0,0.0,0.0
175937B,52809,1,4,0.0,0.0,0.0
1759415D,52810,0,4,0.0,0.0,0.0
1759514A,52811,0,4,0.0,0.0,0.0
1759515D,52812,0,4,0.0,0.0,0.0
1759528D,52813,2,4,0.0,0.0,0.0
1759531E,52814,0,3,0.0,0.0,0.0
1759547C,52815,2,4,0.6666666666666666,655.825,49.025
1759581E,52816,0,4,0.0,0.0,0.0
1759598E,52817,0,3,0.0,0.0,0.0
1759614E,52818,2,4,0.0,0.0,0.0
1759625A,52819,2,2,0.0,0.0,0.0
1759632B,52820,0,2,0.0,0.0,0.0
1759633E,52821,1,4,0.0,0.0,0.0
1759652B,52822,0,2,0.0,0.0,0.0
1759665D,52823,0,4,0.0,0.0,0.0
175966A,52824,0,3,0.0,0.0,0.0
1759688D,52825,2,3,0.0,0.0,0.0
175970D,52826,0,3,0.0,0.0,0.0
1759728C,52827,1,1,0.0,0.0,0.0
1759730E,52828,0,1,0.0,0.0,0.0
1759749B,52829,0,4,0.0,0.0,0.0
175976D,52830,0,4,0.0,0.0,0.0
1759806A,52831,0,4,0.0,0.0,0.0
175985B,52832,0,4,0.0,0.0,0.0
1759943E,52833,0,4,0.0,0.0,0.0
1759946C,52834,0,4,0.0,0.0,0.0
1759971C,52835,1,4,0.0,0.0,0.0
1760018B,52836,0,1,0.0,0.0,0.0
1760115D,52837,0,1,0.0,0.0,0.0
1760121A,52838,0,4,0.0,0.0,0.0
1760125B,52839,0,4,0.0,0.0,0.0
176012D,52840,0,4,0.0,0.0,0.0
1760165A,52841,2,2,0.0,0.0,0.0
1760194E,52842,2,4,0.0,0.0,0.0
176019C,52843,2,4,0.0,0.0,0.0
17601A,52844,0,4,0.0,0.0,0.0
1760215B,52845,0,4,0.0,0.0,0.0
1760219A,52846,2,4,0.0,0.0,0.0
176025B,52847,0,4,0.0,0.0,0.0
1760263A,52848,0,4,0.0,0.0,0.0
1760273B,52849,2,4,0.0,0.0,0.0
1760287B,52850,2,4,0.0,0.0,0.0
1760292B,52851,0,4,0.0,0.0,0.0
1760296D,52852,0,4,0.0,0.0,0.0
176031A,52853,0,4,0.0,0.0,0.0
1760351D,52854,2,3,0.0,0.0,0.0
1760369E,52855,1,4,0.0,0.0,0.0
1760412D,52856,2,4,0.0,0.0,0.0
1760423D,52857,2,3,0.0,0.0,0.0
1760435A,52858,2,4,0.0,0.0,0.0
1760439E,52859,2,2,0.0,0.0,0.0
1760440B,52860,1,2,0.0,0.0,0.0
1760445A,52861,0,2,0.0,0.0,0.0
1760452E,52862,0,4,0.5,1446.8,119.0
176045E,52863,0,3,0.0,0.0,0.0
1760489C,52864,2,4,0.0,0.0,0.0
1760519A,52865,2,3,0.0,0.0,0.0
1760539C,52866,1,2,0.0,0.0,0.0
176053A,52867,2,4,0.0,0.0,0.0
1760543C,52868,1,4,0.0,0.0,0.0
1760557B,52869,0,4,0.0,0.0,0.0
1760586D,52870,1,4,0.0,0.0,0.0
1760603E,52871,1,2,0.0,0.0,0.0
1760643C,52872,1,3,0.0,0.0,0.0
1760655A,52873,0,1,0.0,0.0,0.0
1760674D,52874,2,4,0.0,0.0,0.0
176068C,52875,2,4,0.0,0.0,0.0
1760694E,52876,0,4,0.0,0.0,0.0
1760697C,52877,2,3,0.0,0.0,0.0
1760698B,52878,1,2,0.0,0.0,0.0
176070A,52879,0,4,0.0,0.0,0.0
1760745D,52880,0,2,0.0,0.0,0.0
1760754D,52881,1,0,0.0,0.0,0.0
1760760D,52882,1,1,0.0,0.0,0.0
1760765A,52883,0,3,0.0,0.0,0.0
1760777C,52884,2,0,0.0,0.0,0.0
176077D,52885,2,4,0.0,0.0,0.0
1760780E,52886,0,4,0.0,0.0,0.0
1760848E,52887,0,3,0.0,0.0,0.0
1760850E,52888,2,2,0.0,0.0,0.0
176085A,52889,2,4,0.0,0.0,0.0
1760885B,52890,0,4,0.0,0.0,0.0
176088D,52891,2,4,1.0,906.3,62.9
1760890E,52892,0,1,0.0,0.0,0.0
17608D,52893,0,4,0.0,0.0,0.0
1760921A,52894,0,4,0.0,0.0,0.0
1760951A,52895,0,4,0.0,0.0,0.0
1760958C,52896,0,4,1.0,332.75,5.4
1760972C,52897,0,2,0.0,0.0,0.0
1760985E,52898,0,1,0.0,0.0,0.0
1761012E,52899,1,3,0.0,0.0,0.0
1761029B,52900,0,4,0.0,0.0,0.0
1761033C,52901,0,1,0.0,0.0,0.0
1761038E,52902,0,1,0.0,0.0,0.0
176103B,52903,1,3,0.0,0.0,0.0
1761044E,52904,0,0,0.0,0.0,0.0
1761055C,52905,0,4,0.0,0.0,0.0
1761056C,52906,1,4,0.0,0.0,0.0
1761058A,52907,0,4,0.0,0.0,0.0
1761073C,52908,0,4,0.0,0.0,0.0
176107C,52909,0,2,0.0,0.0,0.0
1761107D,52910,1,4,0.0,0.0,0.0
1761112D,52911,0,4,0.0,0.0,0.0
1761118D,52912,1,3,0.0,0.0,0.0
1761123E,52913,0,1,0.0,0.0,0.0
176113B,52914,0,0,0.0,0.0,0.0
176116A,52915,0,4,0.0,0.0,0.0
1761177D,52916,0,4,0.0,0.0,0.0
1761213E,52917,2,2,0.0,0.0,0.0
176121D,52918,0,2,0.0,0.0,0.0
1761235B,52919,2,4,0.0,0.0,0.0
176124B,52920,2,4,0.0,0.0,0.0
1761252B,52921,0,4,0.0,0.0,0.0
1761253A,52922,0,4,0.0,0.0,0.0
1761264D,52923,2,2,0.0,0.0,0.0
1761273B,52924,0,1,0.0,0.0,0.0
1761292D,52925,0,4,0.0,0.0,0.0
1761305B,52926,0,0,0.0,0.0,0.0
1761332E,52927,1,4,0.0,0.0,0.0
1761335B,52928,0,1,0.0,0.0,0.0
1761339A,52929,0,4,0.0,0.0,0.0
1761352A,52930,2,3,0.0,0.0,0.0
1761354C,52931,1,4,0.0,0.0,0.0
1761361A,52932,0,1,0.0,0.0,0.0
1761363D,52933,0,4,0.0,0.0,0.0
176137D,52934,0,4,0.0,0.0,0.0
17613C,52935,2,0,0.0,0.0,0.0
1761409C,52936,0,4,0.0,0.0,0.0
176140B,52937,0,3,0.0,0.0,0.0
176143D,52938,1,1,0.0,0.0,0.0
1761447D,52939,0,1,0.0,0.0,0.0
1761531A,52940,2,2,0.0,0.0,0.0
176153B,52941,1,4,0.0,0.0,0.0
1761559C,52942,2,3,0.0,0.0,0.0
1761561B,52943,2,4,0.0,0.0,0.0
1761580E,52944,0,3,0.0,0.0,0.0
176160C,52945,2,4,0.0,0.0,0.0
1761650A,52946,2,2,0.0,0.0,0.0
176167A,52947,0,1,0.0,0.0,0.0
176173A,52948,0,4,0.0,0.0,0.0
1761757E,52949,1,2,0.0,0.0,0.0
1761770C,52950,0,4,0.0,0.0,0.0
1761778B,52951,0,2,0.0,0.0,0.0
1761782B,52952,0,4,0.0,0.0,0.0
1761805B,52953,0,3,0.0,0.0,0.0
176181C,52954,2,4,0.0,0.0,0.0
1761824A,52955,2,4,0.0,0.0,0.0
1761846D,52956,0,1,0.0,0.0,0.0
1761863C,52957,0,4,0.0,0.0,0.0
1761883B,52958,1,4,0.0,0.0,0.0
1761905D,52959,0,1,0.0,0.0,0.0
1761906A,52960,2,4,0.0,0.0,0.0
1761916A,52961,0,1,0.0,0.0,0.0
1761988C,52962,2,2,0.0,0.0,0.0
176200C,52963,2,2,0.0,0.0,0.0
176201B,52964,2,4,0.0,0.0,0.0
1762047B,52965,1,4,0.0,0.0,0.0
1762073B,52966,0,1,0.0,0.0,0.0
1762087C,52967,0,3,0.0,0.0,0.0
1762109C,52968,1,1,0.0,0.0,0.0
1762143D,52969,2,1,0.0,0.0,0.0
1762155A,52970,1,4,0.0,0.0,0.0
1762183D,52971,0,2,0.0,0.0,0.0
1762193B,52972,1,1,0.0,0.0,0.0
1762198C,52973,0,4,0.0,0.0,0.0
1762199B,52974,2,4,0.0,0.0,0.0
176219E,52975,0,4,0.0,0.0,0.0
17621C,52976,0,4,0.0,0.0,0.0
1762203B,52977,0,4,0.0,0.0,0.0
1762208D,52978,2,1,0.0,0.0,0.0
1762213B,52979,0,4,0.0,0.0,0.0
1762245C,52980,2,3,0.0,0.0,0.0
1762248B,52981,0,2,0.0,0.0,0.0
1762279A,52982,0,4,0.0,0.0,0.0
1762293D,52983,1,2,0.0,0.0,0.0
1762294C,52984,0,4,0.0,0.0,0.0
1762313A,52985,0,2,0.0,0.0,0.0
1762320D,52986,1,4,0.0,0.0,0.0
1762339C,52987,0,4,0.0,0.0,0.0
176234C,52988,0,4,0.0,0.0,0.0
176236D,52989,1,4,0.0,0.0,0.0
1762377D,52990,0,4,0.0,0.0,0.0
176238C,52991,2,4,0.0,0.0,0.0
176241A,52992,2,4,0.0,0.0,0.0
176243D,52993,1,2,0.0,0.0,0.0
1762441A,52994,0,4,0.0,0.0,0.0
1762445C,52995,1,4,0.0,0.0,0.0
1762446E,52996,1,2,0.0,0.0,0.0
176244B,52997,1,1,0.0,0.0,0.0
1762450E,52998,0,4,0.0,0.0,0.0
1762460E,52999,1,1,0.0,0.0,0.0
176247C,53000,0,3,0.0,0.0,0.0
1762484C,53001,2,2,0.0,0.0,0.0
176251D,53002,1,4,0.0,0.0,0.0
1762530C,53003,2,4,0.0,0.0,0.0
1762592A,53004,0,4,0.0,0.0,0.0
1762617E,53005,2,1,0.0,0.0,0.0
176261E,53006,0,1,0.0,0.0,0.0
1762637A,53007,1,4,0.0,0.0,0.0
176264D,53008,0,4,0.0,0.0,0.0
1762660B,53009,1,1,0.0,0.0,0.0
1762670C,53010,0,4,0.0,0.0,0.0
1762679D,53011,0,0,0.0,0.0,0.0
17626A,53012,1,3,0.0,0.0,0.0
1762707C,53013,0,4,0.0,0.0,0.0
176271C,53014,2,1,0.0,0.0,0.0
1762752A,53015,0,4,0.0,0.0,0.0
1762762C,53016,1,4,0.0,0.0,0.0
1762805A,53017,0,3,0.0,0.0,0.0
1762831E,53018,2,3,0.0,0.0,0.0
1762916E,53019,1,1,0.0,0.0,0.0
1762971A,53020,2,4,0.0,0.0,0.0
1763029D,53021,1,2,0.0,0.0,0.0
176302B,53022,1,2,0.0,0.0,0.0
176304C,53023,1,4,0.0,0.0,0.0
176306A,53024,2,2,0.0,0.0,0.0
176307A,53025,1,3,0.0,0.0,0.0
17630A,53026,2,4,0.0,0.0,0.0
1763106B,53027,2,3,0.0,0.0,0.0
1763134E,53028,2,2,0.0,0.0,0.0
1763143C,53029,0,1,0.0,0.0,0.0
1763155C,53030,0,3,0.0,0.0,0.0
1763166D,53031,2,2,0.0,0.0,0.0
1763220B,53032,0,4,0.0,0.0,0.0
1763227D,53033,1,4,0.0,0.0,0.0
1763236E,53034,2,4,0.0,0.0,0.0
1763238E,53035,1,1,0.0,0.0,0.0
176326B,53036,0,4,0.0,0.0,0.0
1763282E,53037,2,0,0.0,0.0,0.0
176329E,53038,2,3,0.0,0.0,0.0
1763306E,53039,2,4,0.0,0.0,0.0
1763311A,53040,1,2,0.0,0.0,0.0
1763325C,53041,0,2,0.0,0.0,0.0
1763340D,53042,2,4,0.0,0.0,0.0
1763341E,53043,0,0,0.0,0.0,0.0
1763351A,53044,2,3,0.0,0.0,0.0
1763353C,53045,0,3,0.0,0.0,0.0
176336E,53046,0,1,0.0,0.0,0.0
1763378B,53047,0,4,0.0,0.0,0.0
1763398E,53048,2,4,0.0,0.0,0.0
17633A,53049,1,4,0.0,0.0,0.0
1763401B,53050,2,3,0.0,0.0,0.0
176340E,53051,2,4,0.0,0.0,0.0
176342C,53052,1,2,0.0,0.0,0.0
1763445C,53053,2,1,0.0,0.0,0.0
1763465C,53054,0,4,0.0,0.0,0.0
176348B,53055,2,3,0.0,0.0,0.0
176349A,53056,0,0,0.0,0.0,0.0
176352E,53057,0,0,0.0,0.0,0.0
176354D,53058,2,3,0.0,0.0,0.0
1763563C,53059,0,1,0.0,0.0,0.0
176362A,53060,0,4,0.0,0.0,0.0
1763649E,53061,0,4,0.0,0.0,0.0
1763663B,53062,2,1,0.0,0.0,0.0
1763677C,53063,0,2,0.0,0.0,0.0
1763695D,53064,0,4,0.0,0.0,0.0
1763698D,53065,0,4,0.0,0.0,0.0
1763707B,53066,0,4,0.0,0.0,0.0
1763708B,53067,2,4,0.0,0.0,0.0
1763724B,53068,2,4,0.0,0.0,0.0
1763735B,53069,2,0,0.0,0.0,0.0
1763756E,53070,0,2,0.0,0.0,0.0
1763768E,53071,1,1,0.0,0.0,0.0
1763789B,53072,0,4,0.0,0.0,0.0
176378B,53073,0,4,0.0,0.0,0.0
17637B,53074,0,1,0.0,0.0,0.0
176381C,53075,0,1,0.0,0.0,0.0
1763862E,53076,0,4,0.0,0.0,0.0
1763868B,53077,1,1,0.0,0.0,0.0
176387A,53078,1,2,0.0,0.0,0.0
1763883A,53079,2,4,0.0,0.0,0.0
1763887E,53080,0,2,0.0,0.0,0.0
176392E,53081,0,2,0.0,0.0,0.0
1763945E,53082,0,1,0.0,0.0,0.0
176395B,53083,1,4,0.0,0.0,0.0
1763975C,53084,2,4,0.0,0.0,0.0
1763976C,53085,0,2,0.0,0.0,0.0
176398C,53086,0,4,0.0,0.0,0.0
1764006B,53087,0,2,0.0,0.0,0.0
1764015D,53088,2,3,0.0,0.0,0.0
1764076C,53089,2,4,0.0,0.0,0.0
1764094D,53090,0,4,0.0,0.0,0.0
1764116D,53091,2,0,0.0,0.0,0.0
1764127B,53092,2,3,0.0,0.0,0.0
1764171E,53093,2,1,0.0,0.0,0.0
176418A,53094,0,2,0.0,0.0,0.0
1764197A,53095,0,4,0.0,0.0,0.0
1764218C,53096,0,3,0.0,0.0,0.0
1764235B,53097,1,4,1.0,248.0,7.8
1764247B,53098,2,4,0.0,0.0,0.0
1764256D,53099,0,0,0.0,0.0,0.0
1764270C,53100,2,4,0.0,0.0,0.0
1764282E,53101,0,1,0.0,0.0,0.0
1764284B,53102,2,4,0.0,0.0,0.0
1764291C,53103,1,3,0.0,0.0,0.0
17642A,53104,1,2,0.0,0.0,0.0
1764328B,53105,0,4,0.0,0.0,0.0
1764345E,53106,0,1,0.0,0.0,0.0
1764362C,53107,0,4,0.0,0.0,0.0
176442A,53108,1,4,0.0,0.0,0.0
1764435C,53109,1,4,0.0,0.0,0.0
1764438D,53110,0,4,0.0,0.0,0.0
176444B,53111,1,4,0.0,0.0,0.0
176446B,53112,0,2,0.0,0.0,0.0
1764470C,53113,0,4,0.0,0.0,0.0
1764476C,53114,2,3,0.0,0.0,0.0
176448B,53115,2,1,0.0,0.0,0.0
1764504C,53116,2,1,0.0,0.0,0.0
1764548B,53117,0,4,0.0,0.0,0.0
1764567B,53118,1,4,0.0,0.0,0.0
1764568A,53119,2,1,0.0,0.0,0.0
1764578E,53120,0,0,0.0,0.0,0.0
1764586B,53121,2,2,0.0,0.0,0.0
1764587C,53122,2,4,0.0,0.0,0.0
1764597C,53123,0,2,0.0,0.0,0.0
176460C,53124,0,4,0.0,0.0,0.0
1764621B,53125,2,2,0.0,0.0,0.0
1764623A,53126,2,1,0.0,0.0,0.0
1764628A,53127,0,4,0.0,0.0,0.0
1764634E,53128,0,4,0.0,0.0,0.0
1764641D,53129,2,1,0.0,0.0,0.0
1764644A,53130,2,1,0.0,0.0,0.0
176464C,53131,2,4,0.0,0.0,0.0
176469E,53132,2,1,0.0,0.0,0.0
17646C,53133,1,2,0.0,0.0,0.0
176471D,53134,0,4,0.0,0.0,0.0
1764729D,53135,0,4,0.0,0.0,0.0
1764738D,53136,2,4,0.0,0.0,0.0
176477E,53137,2,2,0.0,0.0,0.0
176481E,53138,2,2,0.0,0.0,0.0
1764828B,53139,0,1,0.0,0.0,0.0
1764844A,53140,2,2,0.0,0.0,0.0
1764858D,53141,2,4,0.0,0.0,0.0
176489D,53142,0,1,0.0,0.0,0.0
1764901C,53143,0,3,0.0,0.0,0.0
176490A,53144,2,4,0.0,0.0,0.0
1764925D,53145,0,3,0.0,0.0,0.0
1764946A,53146,1,4,0.0,0.0,0.0
1764954E,53147,0,1,0.0,0.0,0.0
1764972D,53148,0,4,0.0,0.0,0.0
176497A,53149,0,4,0.5,240.7,7.8
17649A,53150,0,4,0.0,0.0,0.0
176506A,53151,1,3,0.0,0.0,0.0
176507D,53152,0,1,0.0,0.0,0.0
1765169C,53153,1,4,0.0,0.0,0.0
176516A,53154,1,3,0.0,0.0,0.0
1765189D,53155,0,2,0.0,0.0,0.0
1765221B,53156,2,3,0.0,0.0,0.0
1765239A,53157,0,0,0.0,0.0,0.0
176524B,53158,2,1,0.0,0.0,0.0
1765256D,53159,0,3,0.0,0.0,0.0
17652E,53160,0,0,0.0,0.0,0.0
1765320B,53161,1,4,0.0,0.0,0.0
1765329C,53162,0,1,0.0,0.0,0.0
1765391D,53163,0,1,0.0,0.0,0.0
1765397B,53164,2,1,0.0,0.0,0.0
176540D,53165,2,4,0.0,0.0,0.0
1765455C,53166,2,3,0.0,0.0,0.0
1765471A,53167,0,1,0.0,0.0,0.0
176550B,53168,0,3,0.0,0.0,0.0
176551A,53169,0,1,0.0,0.0,0.0
1765526A,53170,0,4,0.5,228.0,7.8
176556A,53171,2,4,0.0,0.0,0.0
17655D,53172,0,3,0.0,0.0,0.0
176561A,53173,2,0,0.0,0.0,0.0
1765654E,53174,2,3,0.0,0.0,0.0
176569C,53175,0,4,0.0,0.0,0.0
1765738B,53176,2,1,0.0,0.0,0.0
176574B,53177,0,2,0.0,0.0,0.0
1765806B,53178,0,2,0.0,0.0,0.0
176581C,53179,0,2,0.0,0.0,0.0
1765849A,53180,1,4,0.0,0.0,0.0
1765881B,53181,2,4,0.0,0.0,0.0
1765902E,53182,0,4,0.0,0.0,0.0
1765903A,53183,2,4,0.0,0.0,0.0
1765906D,53184,2,2,0.0,0.0,0.0
176590E,53185,0,4,0.0,0.0,0.0
176591D,53186,1,4,0.0,0.0,0.0
176592C,53187,2,4,0.0,0.0,0.0
1765951C,53188,1,2,0.0,0.0,0.0
17659D,53189,0,4,0.0,0.0,0.0
176604D,53190,0,1,0.0,0.0,0.0
1766057C,53191,0,3,0.0,0.0,0.0
176609C,53192,0,4,0.0,0.0,0.0
176612C,53193,2,2,0.0,0.0,0.0
1766136A,53194,2,4,0.0,0.0,0.0
176613B,53195,2,3,0.0,0.0,0.0
1766155E,53196,2,1,0.0,0.0,0.0
1766156D,53197,1,4,0.0,0.0,0.0
176615A,53198,2,0,0.0,0.0,0.0
1766162A,53199,2,2,0.0,0.0,0.0
1766164E,53200,1,4,0.0,0.0,0.0
1766213E,53201,0,3,0.0,0.0,0.0
1766220E,53202,1,4,0.0,0.0,0.0
176622A,53203,0,3,0.0,0.0,0.0
1766259B,53204,0,2,0.0,0.0,0.0
176628B,53205,0,4,0.0,0.0,0.0
1766298D,53206,0,3,0.0,0.0,0.0
1766311A,53207,0,0,0.0,0.0,0.0
1766315E,53208,2,2,0.0,0.0,0.0
1766316D,53209,0,2,0.0,0.0,0.0
176631B,53210,0,1,0.0,0.0,0.0
1766323B,53211,2,1,0.0,0.0,0.0
1766335B,53212,0,1,0.0,0.0,0.0
1766340C,53213,0,4,0.0,0.0,0.0
1766350E,53214,0,1,0.0,0.0,0.0
1766356A,53215,0,4,0.0,0.0,0.0
1766361E,53216,0,2,0.0,0.0,0.0
176639B,53217,0,2,0.0,0.0,0.0
176641C,53218,0,4,0.0,0.0,0.0
176642C,53219,2,1,0.0,0.0,0.0
1766443C,53220,0,3,0.25,125.7,8.1
1766488B,53221,0,4,0.0,0.0,0.0
1766489C,53222,2,2,0.0,0.0,0.0
176649C,53223,1,2,0.0,0.0,0.0
1766542D,53224,2,4,0.0,0.0,0.0
176656C,53225,0,4,0.0,0.0,0.0
176657E,53226,0,4,0.0,0.0,0.0
1766614D,53227,0,4,0.0,0.0,0.0
176661C,53228,0,1,0.0,0.0,0.0
176665E,53229,1,4,0.0,0.0,0.0
176667A,53230,2,4,0.0,0.0,0.0
1766680C,53231,0,1,0.0,0.0,0.0
1766696E,53232,2,4,0.0,0.0,0.0
1766718C,53233,0,4,0.0,0.0,0.0
176671A,53234,1,4,0.0,0.0,0.0
176673B,53235,2,4,0.0,0.0,0.0
1766743D,53236,0,2,0.0,0.0,0.0
1766750C,53237,2,3,0.0,0.0,0.0
1766848B,53238,1,4,0.0,0.0,0.0
1766889E,53239,0,2,0.0,0.0,0.0
1766939D,53240,2,4,0.0,0.0,0.0
1766943C,53241,1,1,0.0,0.0,0.0
1766953B,53242,0,2,0.0,0.0,0.0
176701E,53243,2,4,0.0,0.0,0.0
176703A,53244,2,1,0.0,0.0,0.0
1767041B,53245,2,4,0.0,0.0,0.0
176706A,53246,2,0,0.0,0.0,0.0
1767090B,53247,0,4,0.0,0.0,0.0
1767107E,53248,2,3,0.0,0.0,0.0
176712A,53249,1,4,0.0,0.0,0.0
176714D,53250,0,2,0.0,0.0,0.0
1767153B,53251,2,3,0.0,0.0,0.0
1767188C,53252,1,2,0.0,0.0,0.0
176719A,53253,1,3,0.0,0.0,0.0
176721D,53254,2,4,0.0,0.0,0.0
1767229C,53255,1,4,0.0,0.0,0.0
1767230B,53256,2,3,0.0,0.0,0.0
1767260D,53257,0,4,0.0,0.0,0.0
1767274A,53258,0,4,0.0,0.0,0.0
1767288C,53259,0,1,0.0,0.0,0.0
1767296B,53260,0,4,0.0,0.0,0.0
1767382D,53261,2,4,0.0,0.0,0.0
176738B,53262,0,4,0.0,0.0,0.0
1767407C,53263,0,4,0.0,0.0,0.0
176740D,53264,1,3,0.0,0.0,0.0
1767414C,53265,2,1,0.0,0.0,0.0
1767417B,53266,2,4,0.0,0.0,0.0
1767418D,53267,1,1,0.0,0.0,0.0
176741B,53268,0,3,0.0,0.0,0.0
1767444D,53269,1,4,0.0,0.0,0.0
176744A,53270,1,2,0.0,0.0,0.0
1767464C,53271,1,3,0.0,0.0,0.0
176746B,53272,2,2,0.0,0.0,0.0
1767476B,53273,0,2,0.0,0.0,0.0
176747E,53274,2,4,0.0,0.0,0.0
1767485E,53275,1,2,0.0,0.0,0.0
176752E,53276,1,0,0.0,0.0,0.0
1767589A,53277,0,4,0.0,0.0,0.0
1767599E,53278,0,1,0.0,0.0,0.0
17675E,53279,1,3,0.0,0.0,0.0
1767608D,53280,0,0,0.0,0.0,0.0
176760D,53281,2,1,0.0,0.0,0.0
176762A,53282,0,4,0.0,0.0,0.0
1767638E,53283,2,4,0.0,0.0,0.0
176765E,53284,2,3,0.0,0.0,0.0
176766A,53285,0,3,0.0,0.0,0.0
176768C,53286,2,2,0.0,0.0,0.0
1767701A,53287,0,4,0.0,0.0,0.0
176773D,53288,0,4,0.0,0.0,0.0
1767742D,53289,2,3,0.0,0.0,0.0
1767748C,53290,0,2,0.0,0.0,0.0
176774A,53291,0,0,0.0,0.0,0.0
1767755C,53292,0,0,0.0,0.0,0.0
176775C,53293,0,1,0.0,0.0,0.0
1767762C,53294,2,3,0.0,0.0,0.0
1767770A,53295,0,4,0.0,0.0,0.0
176777A,53296,2,4,0.0,0.0,0.0
1767803B,53297,1,0,0.0,0.0,0.0
176784E,53298,1,4,0.0,0.0,0.0
176785E,53299,0,3,0.0,0.0,0.0
1767878C,53300,2,1,0.0,0.0,0.0
1767889E,53301,1,3,0.0,0.0,0.0
176789D,53302,2,4,0.0,0.0,0.0
1767966D,53303,1,2,0.0,0.0,0.0
1767969A,53304,0,4,0.0,0.0,0.0
176798C,53305,2,4,0.0,0.0,0.0
1767993E,53306,0,4,0.0,0.0,0.0
1767999C,53307,0,4,0.0,0.0,0.0
1768035C,53308,0,4,0.0,0.0,0.0
1768064A,53309,2,3,0.0,0.0,0.0
176806C,53310,2,3,0.0,0.0,0.0
1768120C,53311,0,4,0.0,0.0,0.0
1768148B,53312,0,2,0.0,0.0,0.0
176816C,53313,2,4,0.0,0.0,0.0
1768178A,53314,2,2,0.0,0.0,0.0
1768215B,53315,2,4,0.0,0.0,0.0
1768219A,53316,0,4,0.0,0.0,0.0
1768241C,53317,0,4,0.0,0.0,0.0
1768257C,53318,2,2,1.0,858.9,46.1
1768296D,53319,0,0,0.0,0.0,0.0
1768301C,53320,0,4,0.0,0.0,0.0
176831A,53321,0,4,0.0,0.0,0.0
1768324B,53322,0,4,0.0,0.0,0.0
1768334C,53323,2,2,0.0,0.0,0.0
1768373A,53324,0,3,0.0,0.0,0.0
1768406D,53325,0,4,0.0,0.0,0.0
1768411D,53326,2,4,0.0,0.0,0.0
1768417B,53327,2,4,0.0,0.0,0.0
1768428D,53328,2,1,0.0,0.0,0.0
176842A,53329,1,1,0.0,0.0,0.0
1768439D,53330,2,1,0.0,0.0,0.0
176843E,53331,2,0,0.0,0.0,0.0
1768441A,53332,0,2,0.0,0.0,0.0
176845A,53333,0,2,0.0,0.0,0.0
1768504A,53334,2,4,0.0,0.0,0.0
1768505D,53335,0,2,0.0,0.0,0.0
1768506D,53336,0,4,0.0,0.0,0.0
1768521E,53337,0,0,0.0,0.0,0.0
176853D,53338,1,4,0.0,0.0,0.0
1768550C,53339,0,4,0.0,0.0,0.0
1768554E,53340,0,3,0.0,0.0,0.0
1768604B,53341,0,4,0.0,0.0,0.0
1768605D,53342,0,0,0.0,0.0,0.0
1768616C,53343,0,1,0.0,0.0,0.0
1768662B,53344,1,2,0.0,0.0,0.0
1768665B,53345,0,4,0.0,0.0,0.0
1768743A,53346,0,4,0.0,0.0,0.0
1768746D,53347,0,4,0.0,0.0,0.0
176874C,53348,2,4,0.0,0.0,0.0
176878A,53349,0,3,0.0,0.0,0.0
1768803B,53350,0,4,0.0,0.0,0.0
1768830C,53351,1,1,0.0,0.0,0.0
1768845E,53352,1,4,0.0,0.0,0.0
176885B,53353,0,4,0.0,0.0,0.0
1768895C,53354,0,4,0.0,0.0,0.0
1768906A,53355,0,4,0.0,0.0,0.0
1768908A,53356,0,4,0.0,0.0,0.0
1768918D,53357,0,3,0.0,0.0,0.0
176892A,53358,0,4,0.0,0.0,0.0
1768939A,53359,1,1,0.0,0.0,0.0
1768961D,53360,0,4,0.0,0.0,0.0
176896D,53361,2,2,0.0,0.0,0.0
1768978E,53362,1,4,0.0,0.0,0.0
17689E,53363,0,3,0.0,0.0,0.0
1769007D,53364,0,3,0.0,0.0,0.0
1769035E,53365,2,4,0.0,0.0,0.0
1769040D,53366,0,4,0.0,0.0,0.0
